"","date","Team","Opponent","Player","#","Pos","Age","Club","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG","npxG","xAG","SCA","GCA","Cmp","Att","Cmp%","PrgP","Carries","PrgC","Att","Succ"
"380","December-9-2022","Netherlands","Argentina","Daley Blind","17","WB","32-275","1.nl Ajax","63","0","0","0","0","0","0","0","0","34","3","2","0","0.0","0.0","0.0","0","0","22","27","81.5","1","12","0","0","0"
"381","December-9-2022","Netherlands","Argentina","Luuk de Jong","9","FW","32-104","1.nl PSV Eindhoven","57","0","0","0","0","1","0","0","0","19","2","0","0","0.1","0.1","0.0","1","0","8","12","66.7","1","10","0","1","0"
"382","December-9-2022","Netherlands","Argentina","Denzel Dumfries","22","WB,RB","26-235","1.it Inter","119","0","0","0","0","0","0","2","1","50","2","0","0","0.0","0.0","0.0","0","0","30","41","73.2","0","24","1","1","0"
"383","December-9-2022","Netherlands","Argentina","Nathan Aké","5","CB,LB","27-294","1.eng Manchester City","120","0","0","0","0","0","0","0","0","86","2","5","0","0.0","0.0","0.0","0","0","62","75","82.7","6","51","3","1","0"
"384","December-9-2022","Netherlands","Argentina","Virgil van Dijk","4","CB","31-154","1.eng Liverpool","120","0","0","0","0","0","0","0","0","104","0","1","1","0.0","0.0","0.0","1","0","86","97","88.7","9","71","0","0","0"
"385","December-9-2022","Netherlands","Argentina","Jurriën Timber","2","CB","21-175","1.nl Ajax","120","0","0","0","0","0","0","1","0","107","3","3","0","0.0","0.0","0.0","0","0","88","97","90.7","10","72","4","2","1"
"386","December-9-2022","Netherlands","Argentina","Andries Noppert","23","GK","28-246","1.nl Heerenveen","120","0","0","0","0","0","0","0","0","59","0","0","0","0.0","0.0","0.0","0","0","46","54","85.2","0","33","0","0","0"
"387","December-9-2022","Argentina","Netherlands","Julián Álvarez","9","FW","22-312","1.eng Manchester City","81","0","0","0","0","0","0","0","0","26","1","0","0","0.0","0.0","0.1","1","0","12","17","70.6","0","19","2","0","0"
"388","December-9-2022","Argentina","Netherlands","Lautaro Martínez","22","FW,LW","25-109","1.it Inter","39","0","0","0","0","2","1","0","0","20","0","0","1","0.3","0.3","0.0","0","0","9","13","69.2","0","14","0","0","0"
"389","December-9-2022","Argentina","Netherlands","Lionel Messi","10","FW","35-168","1.fr Paris S-G","120","1","1","1","1","5","1","1","0","57","0","0","0","1.0","0.2","0.5","7","1","38","47","80.9","6","39","4","5","2"
"390","December-9-2022","Argentina","Netherlands","Alexis Mac Allister","20","CM,LM","23-350","1.eng Brighton","120","0","0","0","0","0","0","0","0","56","1","0","5","0.0","0.0","0.0","1","0","38","43","88.4","6","36","5","1","1"
"391","December-9-2022","Argentina","Netherlands","Enzo Fernández","24","CM,RM","21-326","1.pt Benfica","120","0","0","0","0","2","0","0","0","80","1","0","1","0.1","0.1","0.3","3","0","61","72","84.7","3","62","3","2","1"
"392","December-9-2022","Argentina","Netherlands","Rodrigo De Paul","7","CM","28-199","1.es Atlético Madrid","65","0","0","0","0","2","1","0","0","62","2","1","0","0.1","0.1","0.1","2","0","41","54","75.9","5","45","2","1","1"
"393","December-9-2022","Argentina","Netherlands","Leandro Paredes","5","CM","28-163","1.it Juventus","55","0","0","0","0","0","0","1","0","56","3","0","0","0.0","0.0","0.0","3","0","45","50","90.0","3","39","2","1","0"
"394","December-9-2022","Argentina","Netherlands","Marcos Acuña","8","LB","31-042","1.es Sevilla","77","0","0","0","0","0","0","1","0","35","3","1","1","0.0","0.0","0.0","1","1","19","27","70.4","1","22","0","3","2"
"395","December-9-2022","Argentina","Netherlands","Nicolás Tagliafico","3","LB","30-100","1.fr Lyon","43","0","0","0","0","0","0","0","0","14","1","0","1","0.0","0.0","0.0","0","0","9","10","90.0","0","4","0","0","0"
"396","December-9-2022","Argentina","Netherlands","Lisandro Martínez","25","CB","24-325","1.eng Manchester Utd","111","0","0","0","0","0","0","1","0","49","2","2","1","0.0","0.0","0.0","1","0","29","36","80.6","2","28","2","0","0"
"397","December-9-2022","Argentina","Netherlands","Ángel Di María","11","RW","34-298","1.it Juventus","9","0","0","0","0","0","0","0","0","15","0","0","0","0.0","0.0","0.1","4","0","9","14","64.3","3","8","0","0","0"
"398","December-9-2022","Argentina","Netherlands","Nicolás Otamendi","19","CB","34-300","1.pt Benfica","120","0","0","0","0","0","0","1","0","99","2","0","0","0.0","0.0","0.0","0","0","84","92","91.3","6","68","0","0","0"
"399","December-9-2022","Argentina","Netherlands","Cristian Romero","13","CB","24-226","1.eng Tottenham","77","0","0","0","0","0","0","1","0","55","2","1","0","0.0","0.0","0.0","1","1","44","47","93.6","2","42","2","0","0"
"400","December-9-2022","Argentina","Netherlands","Germán Pezzella","6","CB","31-165","1.es Betis","43","0","0","0","0","1","0","1","0","28","0","0","0","0.1","0.1","0.0","0","0","23","26","88.5","1","23","0","0","0"
"401","December-9-2022","Argentina","Netherlands","Nahuel Molina","26","RB","24-247","1.es Atlético Madrid","105","1","0","0","0","1","1","0","0","56","1","1","2","0.4","0.4","0.0","3","1","36","45","80.0","1","26","3","1","0"
"402","December-9-2022","Argentina","Netherlands","Gonzalo Montiel","4","RB","25-342","1.es Sevilla","15","0","0","0","0","0","0","1","0","13","0","0","1","0.0","0.0","0.0","1","0","10","12","83.3","0","11","1","0","0"
"403","December-9-2022","Argentina","Netherlands","Emiliano Martínez","23","GK","30-098","1.eng Aston Villa","120","0","0","0","0","0","0","0","0","37","0","0","0","0.0","0.0","0.0","0","0","19","37","51.4","0","23","0","0","0"
